BaseCode,SectionBreakStartKM,SectionBreakFinishKM
ARTC-12,239.72,239.74
ARTC-12,239.74,239.76
ARTC-12,239.76,239.78
ARTC-12,239.78,239.8
ARTC-12,239.8,239.82
ARTC-12,239.82,239.84
ARTC-12,239.84,239.86
ARTC-12,239.86,239.88
ARTC-12,239.88,239.9
ARTC-12,239.9,239.92
ARTC-12,239.92,239.94
ARTC-12,239.94,239.96
ARTC-12,239.96,239.98
ARTC-12,239.98,240
ARTC-12,240,240.02
ARTC-12,240.02,240.04
ARTC-12,240.04,240.06
ARTC-12,240.06,240.08
ARTC-12,240.08,240.1
ARTC-12,240.1,240.12
ARTC-12,240.12,240.14
ARTC-12,240.14,240.16
ARTC-12,240.16,240.18
ARTC-12,240.18,240.2
ARTC-12,240.2,240.22
ARTC-12,240.22,240.24
ARTC-12,240.24,240.26
ARTC-12,240.26,240.28
ARTC-12,240.28,240.3
ARTC-12,240.3,240.32
ARTC-12,240.32,240.34
ARTC-12,240.34,240.36
ARTC-12,240.36,240.38
ARTC-12,240.38,240.4
ARTC-12,240.4,240.42
ARTC-12,240.42,240.44
ARTC-12,240.44,240.46
ARTC-12,240.46,240.48
ARTC-12,240.48,240.5
ARTC-12,240.5,240.52
ARTC-12,240.52,240.54
ARTC-12,240.54,240.56
ARTC-12,240.56,240.58
ARTC-12,240.58,240.6
ARTC-12,240.6,240.62
ARTC-12,240.62,240.64
ARTC-12,240.64,240.66
ARTC-12,240.66,240.68
ARTC-12,240.68,240.7
ARTC-12,240.7,240.72
ARTC-12,240.72,240.74
ARTC-12,240.74,240.76
ARTC-12,240.76,240.78
ARTC-12,240.78,240.8
ARTC-12,240.8,240.82
ARTC-12,240.82,240.84
ARTC-12,240.84,240.86
ARTC-12,240.86,240.88
ARTC-12,240.88,240.9
ARTC-12,240.9,240.92
ARTC-12,240.92,240.94
ARTC-12,240.94,240.96
ARTC-12,240.96,240.98
ARTC-12,240.98,241
ARTC-12,241,241.02
ARTC-12,241.02,241.04
ARTC-12,241.04,241.06
ARTC-12,241.06,241.08
ARTC-12,241.08,241.1
ARTC-12,241.1,241.12
ARTC-12,241.12,241.14
ARTC-12,241.14,241.16
ARTC-12,241.16,241.18
ARTC-12,241.18,241.2
ARTC-12,241.2,241.22
ARTC-12,241.22,241.24
ARTC-12,241.24,241.26
ARTC-12,241.26,241.28
ARTC-12,241.28,241.3
ARTC-12,241.3,241.32
ARTC-12,241.32,241.34
ARTC-12,241.34,241.36
ARTC-12,241.36,241.38
ARTC-12,241.38,241.4
ARTC-12,241.4,241.42
ARTC-12,241.42,241.44
ARTC-12,241.44,241.46
ARTC-12,241.46,241.48
ARTC-12,241.48,241.5
ARTC-12,241.5,241.52
ARTC-12,241.52,241.54
ARTC-12,241.54,241.56
ARTC-12,241.56,241.58
ARTC-12,241.58,241.6
ARTC-12,241.6,241.62
ARTC-12,241.62,241.64
ARTC-12,241.64,241.66
ARTC-12,241.66,241.68
ARTC-12,241.68,241.7
ARTC-12,241.7,241.72
ARTC-12,241.72,241.74
ARTC-12,241.74,241.76
ARTC-12,241.76,241.78
ARTC-12,241.78,241.8
ARTC-12,241.8,241.82
ARTC-12,241.82,241.84
ARTC-12,241.84,241.86
ARTC-12,241.86,241.88
ARTC-12,241.88,241.9
ARTC-12,241.9,241.92
ARTC-12,241.92,241.94
ARTC-12,241.94,241.96
ARTC-12,241.96,241.98
ARTC-12,241.98,242
ARTC-12,242,242.02
ARTC-12,242.02,242.04
ARTC-12,242.04,242.06
ARTC-12,242.06,242.08
ARTC-12,242.08,242.1
ARTC-12,242.1,242.12
ARTC-12,242.12,242.14
ARTC-12,242.14,242.16
ARTC-12,242.16,242.18
ARTC-12,242.18,242.2
ARTC-12,242.2,242.22
ARTC-12,242.22,242.24
ARTC-12,242.24,242.26
ARTC-12,242.26,242.28
ARTC-12,242.28,242.3
ARTC-12,242.3,242.32
ARTC-12,242.32,242.34
ARTC-12,242.34,242.36
ARTC-12,242.36,242.38
ARTC-12,242.38,242.4
ARTC-12,242.4,242.42
ARTC-12,242.42,242.44
ARTC-12,242.44,242.46
ARTC-12,242.46,242.48
ARTC-12,242.48,242.5
ARTC-12,242.5,242.52
ARTC-12,242.52,242.54
ARTC-12,242.54,242.56
ARTC-12,242.56,242.58
ARTC-12,242.58,242.6
ARTC-12,242.6,242.62
ARTC-12,242.62,242.64
ARTC-12,242.64,242.66
ARTC-12,242.66,242.68
ARTC-12,242.68,242.7
ARTC-12,242.7,242.72
ARTC-12,242.72,242.74
ARTC-12,242.74,242.76
ARTC-12,242.76,242.78
ARTC-12,242.78,242.8
ARTC-12,242.8,242.82
ARTC-12,242.82,242.84
ARTC-12,242.84,242.86
ARTC-12,242.86,242.88
ARTC-12,242.88,242.9
ARTC-12,242.9,242.92
ARTC-12,242.92,242.94
ARTC-12,242.94,242.96
ARTC-12,242.96,242.98
ARTC-12,242.98,243
ARTC-12,243,243.02
ARTC-12,243.02,243.04
ARTC-12,243.04,243.06
ARTC-12,243.06,243.08
ARTC-12,243.08,243.1
ARTC-12,243.1,243.12
ARTC-12,243.12,243.14
ARTC-12,243.14,243.16
ARTC-12,243.16,243.18
ARTC-12,243.18,243.2
ARTC-12,243.2,243.22
ARTC-12,243.22,243.24
ARTC-12,243.24,243.26
ARTC-12,243.26,243.28
ARTC-12,243.28,243.3
ARTC-12,243.3,243.32
ARTC-12,243.32,243.34
ARTC-12,243.34,243.36
ARTC-12,243.36,243.38
ARTC-12,243.38,243.4
ARTC-12,243.4,243.42
ARTC-12,243.42,243.44
ARTC-12,243.44,243.46
ARTC-12,243.46,243.48
ARTC-12,243.48,243.5
ARTC-12,243.5,243.52
ARTC-12,243.52,243.54
ARTC-12,243.54,243.56
ARTC-12,243.56,243.58
ARTC-12,243.58,243.6
ARTC-12,243.6,243.62
ARTC-12,243.62,243.64
ARTC-12,243.64,243.66
ARTC-12,243.66,243.68
ARTC-12,243.68,243.7
ARTC-12,243.7,243.72
ARTC-12,243.72,243.74
ARTC-12,243.74,243.76
ARTC-12,243.76,243.78
ARTC-12,243.78,243.8
ARTC-12,243.8,243.82
ARTC-12,243.82,243.84
ARTC-12,243.84,243.86
ARTC-12,243.86,243.88
ARTC-12,243.88,243.9
ARTC-12,243.9,243.92
ARTC-12,243.92,243.94
ARTC-12,243.94,243.96
ARTC-12,243.96,243.98
ARTC-12,243.98,244
ARTC-12,244,244.02
ARTC-12,244.02,244.04
ARTC-12,244.04,244.06
ARTC-12,244.06,244.08
ARTC-12,244.08,244.1
ARTC-12,244.1,244.12
ARTC-12,244.12,244.14
ARTC-12,244.14,244.16
ARTC-12,244.16,244.18
ARTC-12,244.18,244.2
ARTC-12,244.2,244.22
ARTC-12,244.22,244.24
ARTC-12,244.24,244.26
ARTC-12,244.26,244.28
ARTC-12,244.28,244.3
ARTC-12,244.3,244.32
ARTC-12,244.32,244.34
ARTC-12,244.34,244.36
ARTC-12,244.36,244.38
ARTC-12,244.38,244.4
ARTC-12,244.4,244.42
ARTC-12,244.42,244.44
ARTC-12,244.44,244.46
ARTC-12,244.46,244.48
ARTC-12,244.48,244.5
ARTC-12,244.5,244.52
ARTC-12,244.52,244.54
ARTC-12,244.54,244.56
ARTC-12,244.56,244.58
ARTC-12,244.58,244.6
ARTC-12,244.6,244.62
ARTC-12,244.62,244.64
ARTC-12,244.64,244.66
ARTC-12,244.66,244.68
ARTC-12,244.68,244.7
ARTC-12,244.7,244.72
ARTC-12,244.72,244.74
ARTC-12,244.74,244.76
ARTC-12,244.76,244.78
ARTC-12,244.78,244.8
ARTC-12,244.8,244.82
ARTC-12,244.82,244.84
ARTC-12,244.84,244.86
ARTC-12,244.86,244.88
ARTC-12,244.88,244.9
ARTC-12,244.9,244.92
ARTC-12,244.92,244.94
ARTC-12,244.94,244.96
ARTC-12,244.96,244.98
ARTC-12,244.98,245
ARTC-12,245,245.02
ARTC-12,245.02,245.04
ARTC-12,245.04,245.06
ARTC-12,245.06,245.08
ARTC-12,245.08,245.1
ARTC-12,245.1,245.12
ARTC-12,245.12,245.14
ARTC-12,245.14,245.16
ARTC-12,245.16,245.18
ARTC-12,245.18,245.2
ARTC-12,245.2,245.22
ARTC-12,245.22,245.24
ARTC-12,245.24,245.26
ARTC-12,245.26,245.28
ARTC-12,245.28,245.3
ARTC-12,245.3,245.32
ARTC-12,245.32,245.34
ARTC-12,245.34,245.36
ARTC-12,245.36,245.38
ARTC-12,245.38,245.4
ARTC-12,245.4,245.42
ARTC-12,245.42,245.44
ARTC-12,245.44,245.46
ARTC-12,245.46,245.48
ARTC-12,245.48,245.5
ARTC-12,245.5,245.52
ARTC-12,245.52,245.54
ARTC-12,245.54,245.56
ARTC-12,245.56,245.58
ARTC-12,245.58,245.6
ARTC-12,245.6,245.62
ARTC-12,245.62,245.64
ARTC-12,245.64,245.66
ARTC-12,245.66,245.68
ARTC-12,245.68,245.7
ARTC-12,245.7,245.72
ARTC-12,245.72,245.74
ARTC-12,245.74,245.76
ARTC-12,245.76,245.78
ARTC-12,245.78,245.8
ARTC-12,245.8,245.82
ARTC-12,245.82,245.84
ARTC-12,245.84,245.86
ARTC-12,245.86,245.88
ARTC-12,245.88,245.9
ARTC-12,245.9,245.92
ARTC-12,245.92,245.94
ARTC-12,245.94,245.96
ARTC-12,245.96,245.98
ARTC-12,245.98,246
ARTC-12,246,246.02
ARTC-12,246.02,246.04
ARTC-12,246.04,246.06
ARTC-12,246.06,246.08
ARTC-12,246.08,246.1
ARTC-12,246.1,246.12
ARTC-12,246.12,246.14
ARTC-12,246.14,246.16
ARTC-12,246.16,246.18
ARTC-12,246.18,246.2
ARTC-12,246.2,246.22
ARTC-12,246.22,246.24
ARTC-12,246.24,246.26
ARTC-12,246.26,246.28
ARTC-12,246.28,246.3
ARTC-12,246.3,246.32
ARTC-12,246.32,246.34
ARTC-12,246.34,246.36
ARTC-12,246.36,246.38
ARTC-12,246.38,246.4
ARTC-12,246.4,246.42
ARTC-12,246.42,246.44
ARTC-12,246.44,246.46
ARTC-12,246.46,246.48
ARTC-12,246.48,246.5
ARTC-12,246.5,246.52
ARTC-12,246.52,246.54
ARTC-12,246.54,246.56
ARTC-12,246.56,246.58
ARTC-12,246.58,246.6
ARTC-12,246.6,246.62
ARTC-12,246.62,246.64
ARTC-12,246.64,246.66
ARTC-12,246.66,246.68
ARTC-12,246.68,246.7
ARTC-12,246.7,246.72
ARTC-12,246.72,246.74
ARTC-12,246.74,246.76
ARTC-12,246.76,246.78
ARTC-12,246.78,246.8
ARTC-12,246.8,246.82
ARTC-12,246.82,246.84
ARTC-12,246.84,246.86
ARTC-12,246.86,246.88
ARTC-12,246.88,246.9
ARTC-12,246.9,246.92
ARTC-12,246.92,246.94
ARTC-12,246.94,246.96
ARTC-12,246.96,246.98
ARTC-12,246.98,247
ARTC-12,247,247.02
ARTC-12,247.02,247.04
ARTC-12,247.04,247.06
ARTC-12,247.06,247.08
ARTC-12,247.08,247.1
ARTC-12,247.1,247.12
ARTC-12,247.12,247.14
ARTC-12,247.14,247.16
ARTC-12,247.16,247.18
ARTC-12,247.18,247.2
ARTC-12,247.2,247.22
ARTC-12,247.22,247.24
ARTC-12,247.24,247.26
ARTC-12,247.26,247.28
ARTC-12,247.28,247.3
ARTC-12,247.3,247.32
ARTC-12,247.32,247.34
ARTC-12,247.34,247.36
ARTC-12,247.36,247.38
ARTC-12,247.38,247.4
ARTC-12,247.4,247.42
ARTC-12,247.42,247.44
ARTC-12,247.44,247.46
ARTC-12,247.46,247.48
ARTC-12,247.48,247.5
ARTC-12,247.5,247.52
ARTC-12,247.52,247.54
ARTC-12,247.54,247.56
ARTC-12,247.56,247.58
ARTC-12,247.58,247.6
ARTC-12,247.6,247.62
ARTC-12,247.62,247.64
ARTC-12,247.64,247.66
ARTC-12,247.66,247.68
ARTC-12,247.68,247.7
ARTC-12,247.7,247.72
ARTC-12,247.72,247.74
ARTC-12,247.74,247.76
ARTC-12,247.76,247.78
ARTC-12,247.78,247.8
ARTC-12,247.8,247.82
ARTC-12,247.82,247.84
ARTC-12,247.84,247.86
ARTC-12,247.86,247.88
ARTC-12,247.88,247.9
ARTC-12,247.9,247.92
ARTC-12,247.92,247.94
ARTC-12,247.94,247.96
ARTC-12,247.96,247.98
ARTC-12,247.98,248
ARTC-12,248,248.02
ARTC-12,248.02,248.04
ARTC-12,248.04,248.06
ARTC-12,248.06,248.08
ARTC-12,248.08,248.1
ARTC-12,248.1,248.12
ARTC-12,248.12,248.14
ARTC-12,248.14,248.16
ARTC-12,248.16,248.18
ARTC-12,248.18,248.2
ARTC-12,248.2,248.22
ARTC-12,248.22,248.24
ARTC-12,248.24,248.26
ARTC-12,248.26,248.28
ARTC-12,248.28,248.3
ARTC-12,248.3,248.32
ARTC-12,248.32,248.34
ARTC-12,248.34,248.36
ARTC-12,248.36,248.38
ARTC-12,248.38,248.4
ARTC-12,248.4,248.42
ARTC-12,248.42,248.44
ARTC-12,248.44,248.46
ARTC-12,248.46,248.48
ARTC-12,248.48,248.5
ARTC-12,248.5,248.52
ARTC-12,248.52,248.54
ARTC-12,248.54,248.56
ARTC-12,248.56,248.58
ARTC-12,248.58,248.6
ARTC-12,248.6,248.62
ARTC-12,248.62,248.64
ARTC-12,248.64,248.66
ARTC-12,248.66,248.68
ARTC-12,248.68,248.7
ARTC-12,248.7,248.72
ARTC-12,248.72,248.74
ARTC-12,248.74,248.76
ARTC-12,248.76,248.78
ARTC-12,248.78,248.8
ARTC-12,248.8,248.82
ARTC-12,248.82,248.84
ARTC-12,248.84,248.86
ARTC-12,248.86,248.88
ARTC-12,248.88,248.9
ARTC-12,248.9,248.92
ARTC-12,248.92,248.94
ARTC-12,248.94,248.96
ARTC-12,248.96,248.98
ARTC-12,248.98,249
ARTC-12,249,249.02
ARTC-12,249.02,249.04
ARTC-12,249.04,249.06
ARTC-12,249.06,249.08
ARTC-12,249.08,249.1
ARTC-12,249.1,249.12
ARTC-12,249.12,249.14
ARTC-12,249.14,249.16
ARTC-12,249.16,249.18
ARTC-12,249.18,249.2
ARTC-12,249.2,249.22
ARTC-12,249.22,249.24
ARTC-12,249.24,249.26
ARTC-12,249.26,249.28
ARTC-12,249.28,249.3
ARTC-12,249.3,249.32
ARTC-12,249.32,249.34
ARTC-12,249.34,249.36
ARTC-12,249.36,249.38
ARTC-12,249.38,249.4
ARTC-12,249.4,249.42
ARTC-12,249.42,249.44
ARTC-12,249.44,249.46
ARTC-12,249.46,249.48
ARTC-12,249.48,249.5
ARTC-12,249.5,249.52
ARTC-12,249.52,249.54
ARTC-12,249.54,249.56
ARTC-12,249.56,249.58
ARTC-12,249.58,249.6
ARTC-12,249.6,249.62
ARTC-12,249.62,249.64
ARTC-12,249.64,249.66
ARTC-12,249.66,249.68
ARTC-12,249.68,249.7
ARTC-12,249.7,249.72
ARTC-12,249.72,249.74
ARTC-12,249.74,249.76
ARTC-12,249.76,249.78
ARTC-12,249.78,249.8
ARTC-12,249.8,249.82
ARTC-12,249.82,249.84
ARTC-12,249.84,249.86
ARTC-12,249.86,249.88
ARTC-12,249.88,249.9
ARTC-12,249.9,249.92
ARTC-12,249.92,249.94
ARTC-12,249.94,249.96
ARTC-12,249.96,249.98
ARTC-12,249.98,250
ARTC-12,250,250.02
ARTC-12,250.02,250.04
ARTC-12,250.04,250.06
ARTC-12,250.06,250.08
ARTC-12,250.08,250.1
ARTC-12,250.1,250.12
ARTC-12,250.12,250.14
ARTC-12,250.14,250.16
ARTC-12,250.16,250.18
ARTC-12,250.18,250.2
ARTC-12,250.2,250.22
ARTC-12,250.22,250.24
ARTC-12,250.24,250.26
ARTC-12,250.26,250.28
ARTC-12,250.28,250.3
ARTC-12,250.3,250.32
ARTC-12,250.32,250.34
ARTC-12,250.34,250.36
ARTC-12,250.36,250.38
ARTC-12,250.38,250.4
ARTC-12,250.4,250.42
ARTC-12,250.42,250.44
ARTC-12,250.44,250.46
ARTC-12,250.46,250.48
ARTC-12,250.48,250.5
ARTC-12,250.5,250.52
ARTC-12,250.52,250.54
ARTC-12,250.54,250.56
ARTC-12,250.56,250.58
ARTC-12,250.58,250.6
ARTC-12,250.6,250.62
ARTC-12,250.62,250.64
ARTC-12,250.64,250.66
ARTC-12,250.66,250.68
ARTC-12,250.68,250.7
ARTC-12,250.7,250.72
ARTC-12,250.72,250.74
ARTC-12,250.74,250.76
ARTC-12,250.76,250.78
ARTC-12,250.78,250.8
ARTC-12,250.8,250.82
ARTC-12,250.82,250.84
ARTC-12,250.84,250.86
ARTC-12,250.86,250.88
ARTC-12,250.88,250.9
ARTC-12,250.9,250.92
ARTC-12,250.92,250.94
ARTC-12,250.94,250.96
ARTC-12,250.96,250.98
ARTC-12,250.98,251
ARTC-12,251,251.02
ARTC-12,251.02,251.04
ARTC-12,251.04,251.06
ARTC-12,251.06,251.08
ARTC-12,251.08,251.1
ARTC-12,251.1,251.12
ARTC-12,251.12,251.14
ARTC-12,251.14,251.16
ARTC-12,251.16,251.18
ARTC-12,251.18,251.2
ARTC-12,251.2,251.22
ARTC-12,251.22,251.24
ARTC-12,251.24,251.26
ARTC-12,251.26,251.28
ARTC-12,251.28,251.3
ARTC-12,251.3,251.32
ARTC-12,251.32,251.34
ARTC-12,251.34,251.36
ARTC-12,251.36,251.38
ARTC-12,251.38,251.4
ARTC-12,251.4,251.42
ARTC-12,251.42,251.44
ARTC-12,251.44,251.46
ARTC-12,251.46,251.48
ARTC-12,251.48,251.5
ARTC-12,251.5,251.52
ARTC-12,251.52,251.54
ARTC-12,251.54,251.56
ARTC-12,251.56,251.58
ARTC-12,251.58,251.6
ARTC-12,251.6,251.62
ARTC-12,251.62,251.64
ARTC-12,251.64,251.66
ARTC-12,251.66,251.68
ARTC-12,251.68,251.7
ARTC-12,251.7,251.72
ARTC-12,251.72,251.74
ARTC-12,251.74,251.76
ARTC-12,251.76,251.78
ARTC-12,251.78,251.8
ARTC-12,251.8,251.82
ARTC-12,251.82,251.84
ARTC-12,251.84,251.86
ARTC-12,251.86,251.88
ARTC-12,251.88,251.9
ARTC-12,251.9,251.92
ARTC-12,251.92,251.94
ARTC-12,251.94,251.96
ARTC-12,251.96,251.98
ARTC-12,251.98,252
ARTC-12,252,252.02
ARTC-12,252.02,252.04
ARTC-12,252.04,252.06
ARTC-12,252.06,252.08
ARTC-12,252.08,252.1
ARTC-12,252.1,252.12
ARTC-12,252.12,252.14
ARTC-12,252.14,252.16
ARTC-12,252.16,252.18
ARTC-12,252.18,252.2
ARTC-12,252.2,252.22
ARTC-12,252.22,252.24
ARTC-12,252.24,252.26
ARTC-12,252.26,252.28
ARTC-12,252.28,252.3
ARTC-12,252.3,252.32
ARTC-12,252.32,252.34
ARTC-12,252.34,252.36
ARTC-12,252.36,252.38
ARTC-12,252.38,252.4
ARTC-12,252.4,252.42
ARTC-12,252.42,252.44
ARTC-12,252.44,252.46
ARTC-12,252.46,252.48
ARTC-12,252.48,252.5
ARTC-12,252.5,252.52
ARTC-12,252.52,252.54
ARTC-12,252.54,252.56
ARTC-12,252.56,252.58
ARTC-12,252.58,252.6
ARTC-12,252.6,252.62
ARTC-12,252.62,252.64
ARTC-12,252.64,252.66
ARTC-12,252.66,252.68
ARTC-12,252.68,252.7
ARTC-12,252.7,252.72
ARTC-12,252.72,252.74
ARTC-12,252.74,252.76
ARTC-12,252.76,252.78
ARTC-12,252.78,252.8
ARTC-12,252.8,252.82
ARTC-12,252.82,252.84
ARTC-12,252.84,252.86
ARTC-12,252.86,252.88
ARTC-12,252.88,252.9
ARTC-12,252.9,252.92
ARTC-12,252.92,252.94
ARTC-12,252.94,252.96
ARTC-12,252.96,252.98
ARTC-12,252.98,253
ARTC-12,253,253.02
ARTC-12,253.02,253.04
ARTC-12,253.04,253.06
ARTC-12,253.06,253.08
ARTC-12,253.08,253.1
ARTC-12,253.1,253.12
ARTC-12,253.12,253.14
ARTC-12,253.14,253.16
ARTC-12,253.16,253.18
ARTC-12,253.18,253.2
ARTC-12,253.2,253.22
ARTC-12,253.22,253.24
ARTC-12,253.24,253.26
ARTC-12,253.26,253.28
ARTC-12,253.28,253.3
ARTC-12,253.3,253.32
ARTC-12,253.32,253.34
ARTC-12,253.34,253.36
ARTC-12,253.36,253.38
ARTC-12,253.38,253.4
ARTC-12,253.4,253.42
ARTC-12,253.42,253.44
ARTC-12,253.44,253.46
ARTC-12,253.46,253.48
ARTC-12,253.48,253.5
ARTC-12,253.5,253.52
ARTC-12,253.52,253.54
ARTC-12,253.54,253.56
ARTC-12,253.56,253.58
ARTC-12,253.58,253.6
ARTC-12,253.6,253.62
ARTC-12,253.62,253.64
ARTC-12,253.64,253.66
ARTC-12,253.66,253.68
ARTC-12,253.68,253.7
ARTC-12,253.7,253.72
ARTC-12,253.72,253.74
ARTC-12,253.74,253.76
ARTC-12,253.76,253.78
ARTC-12,253.78,253.8
ARTC-12,253.8,253.82
ARTC-12,253.82,253.84
ARTC-12,253.84,253.86
ARTC-12,253.86,253.88
ARTC-12,253.88,253.9
ARTC-12,253.9,253.92
ARTC-12,253.92,253.94
ARTC-12,253.94,253.96
ARTC-12,253.96,253.98
ARTC-12,253.98,254
ARTC-12,254,254.02
ARTC-12,254.02,254.04
ARTC-12,254.04,254.06
ARTC-12,254.06,254.08
ARTC-12,254.08,254.1
ARTC-12,254.1,254.12
ARTC-12,254.12,254.14
ARTC-12,254.14,254.16
ARTC-12,254.16,254.18
ARTC-12,254.18,254.2
ARTC-12,254.2,254.22
ARTC-12,254.22,254.24
ARTC-12,254.24,254.26
ARTC-12,254.26,254.28
ARTC-12,254.28,254.3
ARTC-12,254.3,254.32
ARTC-12,254.32,254.34
ARTC-12,254.34,254.36
ARTC-12,254.36,254.38
ARTC-12,254.38,254.4
ARTC-12,254.4,254.42
ARTC-12,254.42,254.44
ARTC-12,254.44,254.46
ARTC-12,254.46,254.48
ARTC-12,254.48,254.5
ARTC-12,254.5,254.52
ARTC-12,254.52,254.54
ARTC-12,254.54,254.56
ARTC-12,254.56,254.58
ARTC-12,254.58,254.6
ARTC-12,254.6,254.62
ARTC-12,254.62,254.64
ARTC-12,254.64,254.66
ARTC-12,254.66,254.68
ARTC-12,254.68,254.7
ARTC-12,254.7,254.72
ARTC-12,254.72,254.74
ARTC-12,254.74,254.76
ARTC-12,254.76,254.78
ARTC-12,254.78,254.8
ARTC-12,254.8,254.82
ARTC-12,254.82,254.84
ARTC-12,254.84,254.86
ARTC-12,254.86,254.88
ARTC-12,254.88,254.9
ARTC-12,254.9,254.92
ARTC-12,254.92,254.94
ARTC-12,254.94,254.96
ARTC-12,254.96,254.98
ARTC-12,254.98,255
ARTC-12,255,255.02
ARTC-12,255.02,255.04
ARTC-12,255.04,255.06
ARTC-12,255.06,255.08
ARTC-12,255.08,255.1
ARTC-12,255.1,255.12
ARTC-12,255.12,255.14
ARTC-12,255.14,255.16
ARTC-12,255.16,255.18
ARTC-12,255.18,255.2
ARTC-12,255.2,255.22
ARTC-12,255.22,255.24
ARTC-12,255.24,255.26
ARTC-12,255.26,255.28
ARTC-12,255.28,255.3
ARTC-12,255.3,255.32
ARTC-12,255.32,255.34
ARTC-12,255.34,255.36
ARTC-12,255.36,255.38
ARTC-12,255.38,255.4
ARTC-12,255.4,255.42
ARTC-12,255.42,255.44
ARTC-12,255.44,255.46
ARTC-12,255.46,255.48
ARTC-12,255.48,255.5
ARTC-12,255.5,255.52
ARTC-12,255.52,255.54
ARTC-12,255.54,255.56
ARTC-12,255.56,255.58
ARTC-12,255.58,255.6
ARTC-12,255.6,255.62
ARTC-12,255.62,255.64
ARTC-12,255.64,255.66
ARTC-12,255.66,255.68
ARTC-12,255.68,255.7
ARTC-12,255.7,255.72
ARTC-12,255.72,255.74
ARTC-12,255.74,255.76
ARTC-12,255.76,255.78
ARTC-12,255.78,255.8
ARTC-12,255.8,255.82
ARTC-12,255.82,255.84
ARTC-12,255.84,255.86
ARTC-12,255.86,255.88
ARTC-12,255.88,255.9
ARTC-12,255.9,255.92
ARTC-12,255.92,255.94
ARTC-12,255.94,255.96
ARTC-12,255.96,255.98
ARTC-12,255.98,256
ARTC-12,256,256.02
ARTC-12,256.02,256.04
ARTC-12,256.04,256.06
ARTC-12,256.06,256.08
ARTC-12,256.08,256.1
ARTC-12,256.1,256.12
ARTC-12,256.12,256.14
ARTC-12,256.14,256.16
ARTC-12,256.16,256.18
ARTC-12,256.18,256.2
ARTC-12,256.2,256.22
ARTC-12,256.22,256.24
ARTC-12,256.24,256.26
ARTC-12,256.26,256.28
ARTC-12,256.28,256.3
ARTC-12,256.3,256.32
ARTC-12,256.32,256.34
ARTC-12,256.34,256.36
ARTC-12,256.36,256.38
ARTC-12,256.38,256.4
ARTC-12,256.4,256.42
ARTC-12,256.42,256.44
ARTC-12,256.44,256.46
ARTC-12,256.46,256.48
ARTC-12,256.48,256.5
ARTC-12,256.5,256.52
ARTC-12,256.52,256.54
ARTC-12,256.54,256.56
ARTC-12,256.56,256.58
ARTC-12,256.58,256.6
ARTC-12,256.6,256.62
ARTC-12,256.62,256.64
ARTC-12,256.64,256.66
ARTC-12,256.66,256.68
ARTC-12,256.68,256.7
ARTC-12,256.7,256.72
ARTC-12,256.72,256.74
ARTC-12,256.74,256.76
ARTC-12,256.76,256.78
ARTC-12,256.78,256.8
ARTC-12,256.8,256.82
ARTC-12,256.82,256.84
ARTC-12,256.84,256.86
ARTC-12,256.86,256.88
ARTC-12,256.88,256.9
ARTC-12,256.9,256.92
ARTC-12,256.92,256.94
ARTC-12,256.94,256.96
ARTC-12,256.96,256.98
ARTC-12,256.98,257
ARTC-12,257,257.02
ARTC-12,257.02,257.04
ARTC-12,257.04,257.06
ARTC-12,257.06,257.08
ARTC-12,257.08,257.1
ARTC-12,257.1,257.12
ARTC-12,257.12,257.14
ARTC-12,257.14,257.16
ARTC-12,257.16,257.18
ARTC-12,257.18,257.2
ARTC-12,257.2,257.22
ARTC-12,257.22,257.24
ARTC-12,257.24,257.26
ARTC-12,257.26,257.28
ARTC-12,257.28,257.3
ARTC-12,257.3,257.32
ARTC-12,257.32,257.34
ARTC-12,257.34,257.36
ARTC-12,257.36,257.38
ARTC-12,257.38,257.4
ARTC-12,257.4,257.42
ARTC-12,257.42,257.44
ARTC-12,257.44,257.46
ARTC-12,257.46,257.48
ARTC-12,257.48,257.5
ARTC-12,257.5,257.52
ARTC-12,257.52,257.54
ARTC-12,257.54,257.56
ARTC-12,257.56,257.58
ARTC-12,257.58,257.6
ARTC-12,257.6,257.62
ARTC-12,257.62,257.64
ARTC-12,257.64,257.66
ARTC-12,257.66,257.68
ARTC-12,257.68,257.7
ARTC-12,257.7,257.72
ARTC-12,257.72,257.74
ARTC-12,257.74,257.76
ARTC-12,257.76,257.78
ARTC-12,257.78,257.8
ARTC-12,257.8,257.82
ARTC-12,257.82,257.84
ARTC-12,257.84,257.86
ARTC-12,257.86,257.88
ARTC-12,257.88,257.9
ARTC-12,257.9,257.92
ARTC-12,257.92,257.94
ARTC-12,257.94,257.96
ARTC-12,257.96,257.98
ARTC-12,257.98,258
ARTC-12,258,258.02
ARTC-12,258.02,258.04
ARTC-12,258.04,258.06
ARTC-12,258.06,258.08
ARTC-12,258.08,258.1
ARTC-12,258.1,258.12
ARTC-12,258.12,258.14
ARTC-12,258.14,258.16
ARTC-12,258.16,258.18
ARTC-12,258.18,258.2
ARTC-12,258.2,258.22
ARTC-12,258.22,258.24
ARTC-12,258.24,258.26
ARTC-12,258.26,258.28
ARTC-12,258.28,258.3
ARTC-12,258.3,258.32
ARTC-12,258.32,258.34
ARTC-12,258.34,258.36
ARTC-12,258.36,258.38
ARTC-12,258.38,258.4
ARTC-12,258.4,258.42
ARTC-12,258.42,258.44
