BaseCode,SectionBreakStartKM,SectionBreakFinishKM
ARTC-10,202.56,202.58
ARTC-10,202.58,202.6
ARTC-10,202.6,202.62
ARTC-10,202.62,202.64
ARTC-10,202.64,202.66
ARTC-10,202.66,202.68
ARTC-10,202.68,202.7
ARTC-10,202.7,202.72
ARTC-10,202.72,202.74
ARTC-10,202.74,202.76
ARTC-10,202.76,202.78
ARTC-10,202.78,202.8
ARTC-10,202.8,202.82
ARTC-10,202.82,202.84
ARTC-10,202.84,202.86
ARTC-10,202.86,202.88
ARTC-10,202.88,202.9
ARTC-10,202.9,202.92
ARTC-10,202.92,202.94
ARTC-10,202.94,202.96
ARTC-10,202.96,202.98
ARTC-10,202.98,203
ARTC-10,203,203.02
ARTC-10,203.02,203.04
ARTC-10,203.04,203.06
ARTC-10,203.06,203.08
ARTC-10,203.08,203.1
ARTC-10,203.1,203.12
ARTC-10,203.12,203.14
ARTC-10,203.14,203.16
ARTC-10,203.16,203.18
ARTC-10,203.18,203.2
ARTC-10,203.2,203.22
ARTC-10,203.22,203.24
ARTC-10,203.24,203.26
ARTC-10,203.26,203.28
ARTC-10,203.28,203.3
ARTC-10,203.3,203.32
ARTC-10,203.32,203.34
ARTC-10,203.34,203.36
ARTC-10,203.36,203.38
ARTC-10,203.38,203.4
ARTC-10,203.4,203.42
ARTC-10,203.42,203.44
ARTC-10,203.44,203.46
ARTC-10,203.46,203.48
ARTC-10,203.48,203.5
ARTC-10,203.5,203.52
ARTC-10,203.52,203.54
ARTC-10,203.54,203.56
ARTC-10,203.56,203.58
ARTC-10,203.58,203.6
ARTC-10,203.6,203.62
ARTC-10,203.62,203.64
ARTC-10,203.64,203.66
ARTC-10,203.66,203.68
ARTC-10,203.68,203.7
ARTC-10,203.7,203.72
ARTC-10,203.72,203.74
ARTC-10,203.74,203.76
ARTC-10,203.76,203.78
ARTC-10,203.78,203.8
ARTC-10,203.8,203.82
ARTC-10,203.82,203.84
ARTC-10,203.84,203.86
ARTC-10,203.86,203.88
ARTC-10,203.88,203.9
ARTC-10,203.9,203.92
ARTC-10,203.92,203.94
ARTC-10,203.94,203.96
ARTC-10,203.96,203.98
ARTC-10,203.98,204
ARTC-10,204,204.02
ARTC-10,204.02,204.04
ARTC-10,204.04,204.06
ARTC-10,204.06,204.08
ARTC-10,204.08,204.1
ARTC-10,204.1,204.12
ARTC-10,204.12,204.14
ARTC-10,204.14,204.16
ARTC-10,204.16,204.18
ARTC-10,204.18,204.2
ARTC-10,204.2,204.22
ARTC-10,204.22,204.24
ARTC-10,204.24,204.26
ARTC-10,204.26,204.28
ARTC-10,204.28,204.3
ARTC-10,204.3,204.32
ARTC-10,204.32,204.34
ARTC-10,204.34,204.36
ARTC-10,204.36,204.38
ARTC-10,204.38,204.4
ARTC-10,204.4,204.42
ARTC-10,204.42,204.44
ARTC-10,204.44,204.46
ARTC-10,204.46,204.48
ARTC-10,204.48,204.5
ARTC-10,204.5,204.52
ARTC-10,204.52,204.54
ARTC-10,204.54,204.56
ARTC-10,204.56,204.58
ARTC-10,204.58,204.6
ARTC-10,204.6,204.62
ARTC-10,204.62,204.64
ARTC-10,204.64,204.66
ARTC-10,204.66,204.68
ARTC-10,204.68,204.7
ARTC-10,204.7,204.72
ARTC-10,204.72,204.74
ARTC-10,204.74,204.76
ARTC-10,204.76,204.78
ARTC-10,204.78,204.8
ARTC-10,204.8,204.82
ARTC-10,204.82,204.84
ARTC-10,204.84,204.86
ARTC-10,204.86,204.88
ARTC-10,204.88,204.9
ARTC-10,204.9,204.92
ARTC-10,204.92,204.94
ARTC-10,204.94,204.96
ARTC-10,204.96,204.98
ARTC-10,204.98,205
ARTC-10,205,205.02
ARTC-10,205.02,205.04
ARTC-10,205.04,205.06
ARTC-10,205.06,205.08
ARTC-10,205.08,205.1
ARTC-10,205.1,205.12
ARTC-10,205.12,205.14
ARTC-10,205.14,205.16
ARTC-10,205.16,205.18
ARTC-10,205.18,205.2
ARTC-10,205.2,205.22
ARTC-10,205.22,205.24
ARTC-10,205.24,205.26
ARTC-10,205.26,205.28
ARTC-10,205.28,205.3
ARTC-10,205.3,205.32
ARTC-10,205.32,205.34
ARTC-10,205.34,205.36
ARTC-10,205.36,205.38
ARTC-10,205.38,205.4
ARTC-10,205.4,205.42
ARTC-10,205.42,205.44
ARTC-10,205.44,205.46
ARTC-10,205.46,205.48
ARTC-10,205.48,205.5
ARTC-10,205.5,205.52
ARTC-10,205.52,205.54
ARTC-10,205.54,205.56
ARTC-10,205.56,205.58
ARTC-10,205.58,205.6
ARTC-10,205.6,205.62
ARTC-10,205.62,205.64
ARTC-10,205.64,205.66
ARTC-10,205.66,205.68
ARTC-10,205.68,205.7
ARTC-10,205.7,205.72
ARTC-10,205.72,205.74
ARTC-10,205.74,205.76
ARTC-10,205.76,205.78
ARTC-10,205.78,205.8
ARTC-10,205.8,205.82
ARTC-10,205.82,205.84
ARTC-10,205.84,205.86
ARTC-10,205.86,205.88
ARTC-10,205.88,205.9
ARTC-10,205.9,205.92
ARTC-10,205.92,205.94
ARTC-10,205.94,205.96
ARTC-10,205.96,205.98
ARTC-10,205.98,206
ARTC-10,206,206.02
ARTC-10,206.02,206.04
ARTC-10,206.04,206.06
ARTC-10,206.06,206.08
ARTC-10,206.08,206.1
ARTC-10,206.1,206.12
ARTC-10,206.12,206.14
ARTC-10,206.14,206.16
ARTC-10,206.16,206.18
ARTC-10,206.18,206.2
ARTC-10,206.2,206.22
ARTC-10,206.22,206.24
ARTC-10,206.24,206.26
ARTC-10,206.26,206.28
ARTC-10,206.28,206.3
ARTC-10,206.3,206.32
ARTC-10,206.32,206.34
ARTC-10,206.34,206.36
ARTC-10,206.36,206.38
ARTC-10,206.38,206.4
ARTC-10,206.4,206.42
ARTC-10,206.42,206.44
ARTC-10,206.44,206.46
ARTC-10,206.46,206.48
ARTC-10,206.48,206.5
ARTC-10,206.5,206.52
ARTC-10,206.52,206.54
ARTC-10,206.54,206.56
ARTC-10,206.56,206.58
ARTC-10,206.58,206.6
ARTC-10,206.6,206.62
ARTC-10,206.62,206.64
ARTC-10,206.64,206.66
ARTC-10,206.66,206.68
ARTC-10,206.68,206.7
ARTC-10,206.7,206.72
ARTC-10,206.72,206.74
ARTC-10,206.74,206.76
ARTC-10,206.76,206.78
ARTC-10,206.78,206.8
ARTC-10,206.8,206.82
ARTC-10,206.82,206.84
ARTC-10,206.84,206.86
ARTC-10,206.86,206.88
ARTC-10,206.88,206.9
ARTC-10,206.9,206.92
ARTC-10,206.92,206.94
ARTC-10,206.94,206.96
ARTC-10,206.96,206.98
ARTC-10,206.98,207
ARTC-10,207,207.02
ARTC-10,207.02,207.04
ARTC-10,207.04,207.06
ARTC-10,207.06,207.08
ARTC-10,207.08,207.1
ARTC-10,207.1,207.12
ARTC-10,207.12,207.14
ARTC-10,207.14,207.16
ARTC-10,207.16,207.18
ARTC-10,207.18,207.2
ARTC-10,207.2,207.22
ARTC-10,207.22,207.24
ARTC-10,207.24,207.26
ARTC-10,207.26,207.28
ARTC-10,207.28,207.3
ARTC-10,207.3,207.32
ARTC-10,207.32,207.34
ARTC-10,207.34,207.36
ARTC-10,207.36,207.38
ARTC-10,207.38,207.4
ARTC-10,207.4,207.42
ARTC-10,207.42,207.44
ARTC-10,207.44,207.46
ARTC-10,207.46,207.48
ARTC-10,207.48,207.5
ARTC-10,207.5,207.52
ARTC-10,207.52,207.54
ARTC-10,207.54,207.56
ARTC-10,207.56,207.58
ARTC-10,207.58,207.6
ARTC-10,207.6,207.62
ARTC-10,207.62,207.64
ARTC-10,207.64,207.66
ARTC-10,207.66,207.68
ARTC-10,207.68,207.7
ARTC-10,207.7,207.72
ARTC-10,207.72,207.74
ARTC-10,207.74,207.76
ARTC-10,207.76,207.78
ARTC-10,207.78,207.8
ARTC-10,207.8,207.82
ARTC-10,207.82,207.84
ARTC-10,207.84,207.86
ARTC-10,207.86,207.88
ARTC-10,207.88,207.9
ARTC-10,207.9,207.92
ARTC-10,207.92,207.94
ARTC-10,207.94,207.96
ARTC-10,207.96,207.98
ARTC-10,207.98,208
ARTC-10,208,208.02
ARTC-10,208.02,208.04
ARTC-10,208.04,208.06
ARTC-10,208.06,208.08
ARTC-10,208.08,208.1
ARTC-10,208.1,208.12
ARTC-10,208.12,208.14
ARTC-10,208.14,208.16
ARTC-10,208.16,208.18
ARTC-10,208.18,208.2
ARTC-10,208.2,208.22
ARTC-10,208.22,208.24
ARTC-10,208.24,208.26
ARTC-10,208.26,208.28
ARTC-10,208.28,208.3
ARTC-10,208.3,208.32
ARTC-10,208.32,208.34
ARTC-10,208.34,208.36
ARTC-10,208.36,208.38
ARTC-10,208.38,208.4
ARTC-10,208.4,208.42
ARTC-10,208.42,208.44
ARTC-10,208.44,208.46
ARTC-10,208.46,208.48
ARTC-10,208.48,208.5
ARTC-10,208.5,208.52
ARTC-10,208.52,208.54
ARTC-10,208.54,208.56
ARTC-10,208.56,208.58
ARTC-10,208.58,208.6
ARTC-10,208.6,208.62
ARTC-10,208.62,208.64
ARTC-10,208.64,208.66
ARTC-10,208.66,208.68
ARTC-10,208.68,208.7
ARTC-10,208.7,208.72
ARTC-10,208.72,208.74
ARTC-10,208.74,208.76
ARTC-10,208.76,208.78
ARTC-10,208.78,208.8
ARTC-10,208.8,208.82
ARTC-10,208.82,208.84
ARTC-10,208.84,208.86
ARTC-10,208.86,208.88
ARTC-10,208.88,208.9
ARTC-10,208.9,208.92
ARTC-10,208.92,208.94
ARTC-10,208.94,208.96
ARTC-10,208.96,208.98
ARTC-10,208.98,209
ARTC-10,209,209.02
ARTC-10,209.02,209.04
ARTC-10,209.04,209.06
ARTC-10,209.06,209.08
ARTC-10,209.08,209.1
ARTC-10,209.1,209.12
ARTC-10,209.12,209.14
ARTC-10,209.14,209.16
ARTC-10,209.16,209.18
ARTC-10,209.18,209.2
ARTC-10,209.2,209.22
ARTC-10,209.22,209.24
ARTC-10,209.24,209.26
ARTC-10,209.26,209.28
ARTC-10,209.28,209.3
ARTC-10,209.3,209.32
ARTC-10,209.32,209.34
ARTC-10,209.34,209.36
ARTC-10,209.36,209.38
ARTC-10,209.38,209.4
ARTC-10,209.4,209.42
ARTC-10,209.42,209.44
ARTC-10,209.44,209.46
ARTC-10,209.46,209.48
ARTC-10,209.48,209.5
ARTC-10,209.5,209.52
ARTC-10,209.52,209.54
ARTC-10,209.54,209.56
ARTC-10,209.56,209.58
ARTC-10,209.58,209.6
ARTC-10,209.6,209.62
ARTC-10,209.62,209.64
ARTC-10,209.64,209.66
ARTC-10,209.66,209.68
ARTC-10,209.68,209.7
ARTC-10,209.7,209.72
ARTC-10,209.72,209.74
ARTC-10,209.74,209.76
ARTC-10,209.76,209.78
ARTC-10,209.78,209.8
ARTC-10,209.8,209.82
ARTC-10,209.82,209.84
ARTC-10,209.84,209.86
ARTC-10,209.86,209.88
ARTC-10,209.88,209.9
ARTC-10,209.9,209.92
ARTC-10,209.92,209.94
ARTC-10,209.94,209.96
ARTC-10,209.96,209.98
ARTC-10,209.98,210
ARTC-10,210,210.02
ARTC-10,210.02,210.04
ARTC-10,210.04,210.06
ARTC-10,210.06,210.08
ARTC-10,210.08,210.1
ARTC-10,210.1,210.12
ARTC-10,210.12,210.14
ARTC-10,210.14,210.16
ARTC-10,210.16,210.18
ARTC-10,210.18,210.2
ARTC-10,210.2,210.22
ARTC-10,210.22,210.24
ARTC-10,210.24,210.26
ARTC-10,210.26,210.28
ARTC-10,210.28,210.3
ARTC-10,210.3,210.32
ARTC-10,210.32,210.34
ARTC-10,210.34,210.36
ARTC-10,210.36,210.38
ARTC-10,210.38,210.4
ARTC-10,210.4,210.42
ARTC-10,210.42,210.44
ARTC-10,210.44,210.46
ARTC-10,210.46,210.48
ARTC-10,210.48,210.5
ARTC-10,210.5,210.52
ARTC-10,210.52,210.54
ARTC-10,210.54,210.56
ARTC-10,210.56,210.58
ARTC-10,210.58,210.6
ARTC-10,210.6,210.62
ARTC-10,210.62,210.64
ARTC-10,210.64,210.66
ARTC-10,210.66,210.68
ARTC-10,210.68,210.7
ARTC-10,210.7,210.72
ARTC-10,210.72,210.74
ARTC-10,210.74,210.76
ARTC-10,210.76,210.78
ARTC-10,210.78,210.8
ARTC-10,210.8,210.82
ARTC-10,210.82,210.84
ARTC-10,210.84,210.86
ARTC-10,210.86,210.88
ARTC-10,210.88,210.9
ARTC-10,210.9,210.92
ARTC-10,210.92,210.94
ARTC-10,210.94,210.96
ARTC-10,210.96,210.98
ARTC-10,210.98,211
ARTC-10,211,211.02
ARTC-10,211.02,211.04
ARTC-10,211.04,211.06
ARTC-10,211.06,211.08
ARTC-10,211.08,211.1
ARTC-10,211.1,211.12
ARTC-10,211.12,211.14
ARTC-10,211.14,211.16
ARTC-10,211.16,211.18
ARTC-10,211.18,211.2
ARTC-10,211.2,211.22
ARTC-10,211.22,211.24
ARTC-10,211.24,211.26
ARTC-10,211.26,211.28
ARTC-10,211.28,211.3
ARTC-10,211.3,211.32
ARTC-10,211.32,211.34
ARTC-10,211.34,211.36
ARTC-10,211.36,211.38
ARTC-10,211.38,211.4
ARTC-10,211.4,211.42
ARTC-10,211.42,211.44
ARTC-10,211.44,211.46
ARTC-10,211.46,211.48
ARTC-10,211.48,211.5
ARTC-10,211.5,211.52
ARTC-10,211.52,211.54
ARTC-10,211.54,211.56
ARTC-10,211.56,211.58
ARTC-10,211.58,211.6
ARTC-10,211.6,211.62
ARTC-10,211.62,211.64
ARTC-10,211.64,211.66
ARTC-10,211.66,211.68
ARTC-10,211.68,211.7
ARTC-10,211.7,211.72
ARTC-10,211.72,211.74
ARTC-10,211.74,211.76
ARTC-10,211.76,211.78
ARTC-10,211.78,211.8
ARTC-10,211.8,211.82
ARTC-10,211.82,211.84
ARTC-10,211.84,211.86
ARTC-10,211.86,211.88
ARTC-10,211.88,211.9
ARTC-10,211.9,211.92
ARTC-10,211.92,211.94
ARTC-10,211.94,211.96
ARTC-10,211.96,211.98
ARTC-10,211.98,212
ARTC-10,212,212.02
ARTC-10,212.02,212.04
ARTC-10,212.04,212.06
ARTC-10,212.06,212.08
ARTC-10,212.08,212.1
ARTC-10,212.1,212.12
ARTC-10,212.12,212.14
ARTC-10,212.14,212.16
ARTC-10,212.16,212.18
ARTC-10,212.18,212.2
ARTC-10,212.2,212.22
ARTC-10,212.22,212.24
ARTC-10,212.24,212.26
ARTC-10,212.26,212.28
ARTC-10,212.28,212.3
ARTC-10,212.3,212.32
ARTC-10,212.32,212.34
ARTC-10,212.34,212.36
ARTC-10,212.36,212.38
ARTC-10,212.38,212.4
ARTC-10,212.4,212.42
ARTC-10,212.42,212.44
ARTC-10,212.44,212.46
ARTC-10,212.46,212.48
ARTC-10,212.48,212.5
ARTC-10,212.5,212.52
ARTC-10,212.52,212.54
ARTC-10,212.54,212.56
ARTC-10,212.56,212.58
ARTC-10,212.58,212.6
ARTC-10,212.6,212.62
ARTC-10,212.62,212.64
ARTC-10,212.64,212.66
ARTC-10,212.66,212.68
ARTC-10,212.68,212.7
ARTC-10,212.7,212.72
ARTC-10,212.72,212.74
ARTC-10,212.74,212.76
ARTC-10,212.76,212.78
ARTC-10,212.78,212.8
ARTC-10,212.8,212.82
ARTC-10,212.82,212.84
ARTC-10,212.84,212.86
ARTC-10,212.86,212.88
ARTC-10,212.88,212.9
ARTC-10,212.9,212.92
ARTC-10,212.92,212.94
ARTC-10,212.94,212.96
ARTC-10,212.96,212.98
ARTC-10,212.98,213
ARTC-10,213,213.02
ARTC-10,213.02,213.04
ARTC-10,213.04,213.06
ARTC-10,213.06,213.08
ARTC-10,213.08,213.1
ARTC-10,213.1,213.12
ARTC-10,213.12,213.14
ARTC-10,213.14,213.16
ARTC-10,213.16,213.18
ARTC-10,213.18,213.2
ARTC-10,213.2,213.22
ARTC-10,213.22,213.24
ARTC-10,213.24,213.26
ARTC-10,213.26,213.28
ARTC-10,213.28,213.3
ARTC-10,213.3,213.32
ARTC-10,213.32,213.34
ARTC-10,213.34,213.36
ARTC-10,213.36,213.38
ARTC-10,213.38,213.4
ARTC-10,213.4,213.42
ARTC-10,213.42,213.44
ARTC-10,213.44,213.46
ARTC-10,213.46,213.48
ARTC-10,213.48,213.5
ARTC-10,213.5,213.52
ARTC-10,213.52,213.54
ARTC-10,213.54,213.56
ARTC-10,213.56,213.58
ARTC-10,213.58,213.6
ARTC-10,213.6,213.62
ARTC-10,213.62,213.64
ARTC-10,213.64,213.66
ARTC-10,213.66,213.68
ARTC-10,213.68,213.7
ARTC-10,213.7,213.72
ARTC-10,213.72,213.74
ARTC-10,213.74,213.76
ARTC-10,213.76,213.78
ARTC-10,213.78,213.8
ARTC-10,213.8,213.82
ARTC-10,213.82,213.84
ARTC-10,213.84,213.86
ARTC-10,213.86,213.88
ARTC-10,213.88,213.9
ARTC-10,213.9,213.92
ARTC-10,213.92,213.94
ARTC-10,213.94,213.96
ARTC-10,213.96,213.98
ARTC-10,213.98,214
ARTC-10,214,214.02
ARTC-10,214.02,214.04
ARTC-10,214.04,214.06
ARTC-10,214.06,214.08
ARTC-10,214.08,214.1
ARTC-10,214.1,214.12
ARTC-10,214.12,214.14
ARTC-10,214.14,214.16
ARTC-10,214.16,214.18
ARTC-10,214.18,214.2
ARTC-10,214.2,214.22
ARTC-10,214.22,214.24
ARTC-10,214.24,214.26
ARTC-10,214.26,214.28
ARTC-10,214.28,214.3
ARTC-10,214.3,214.32
ARTC-10,214.32,214.34
ARTC-10,214.34,214.36
ARTC-10,214.36,214.38
ARTC-10,214.38,214.4
ARTC-10,214.4,214.42
ARTC-10,214.42,214.44
ARTC-10,214.44,214.46
ARTC-10,214.46,214.48
ARTC-10,214.48,214.5
ARTC-10,214.5,214.52
ARTC-10,214.52,214.54
ARTC-10,214.54,214.56
ARTC-10,214.56,214.58
ARTC-10,214.58,214.6
ARTC-10,214.6,214.62
ARTC-10,214.62,214.64
ARTC-10,214.64,214.66
ARTC-10,214.66,214.68
ARTC-10,214.68,214.7
ARTC-10,214.7,214.72
ARTC-10,214.72,214.74
ARTC-10,214.74,214.76
ARTC-10,214.76,214.78
ARTC-10,214.78,214.8
ARTC-10,214.8,214.82
ARTC-10,214.82,214.84
ARTC-10,214.84,214.86
ARTC-10,214.86,214.88
ARTC-10,214.88,214.9
ARTC-10,214.9,214.92
ARTC-10,214.92,214.94
ARTC-10,214.94,214.96
ARTC-10,214.96,214.98
ARTC-10,214.98,215
ARTC-10,215,215.02
ARTC-10,215.02,215.04
ARTC-10,215.04,215.06
ARTC-10,215.06,215.08
ARTC-10,215.08,215.1
ARTC-10,215.1,215.12
ARTC-10,215.12,215.14
ARTC-10,215.14,215.16
ARTC-10,215.16,215.18
ARTC-10,215.18,215.2
ARTC-10,215.2,215.22
ARTC-10,215.22,215.24
ARTC-10,215.24,215.26
ARTC-10,215.26,215.28
ARTC-10,215.28,215.3
ARTC-10,215.3,215.32
ARTC-10,215.32,215.34
ARTC-10,215.34,215.36
ARTC-10,215.36,215.38
ARTC-10,215.38,215.4
ARTC-10,215.4,215.42
ARTC-10,215.42,215.44
ARTC-10,215.44,215.46
ARTC-10,215.46,215.48
ARTC-10,215.48,215.5
ARTC-10,215.5,215.52
ARTC-10,215.52,215.54
ARTC-10,215.54,215.56
ARTC-10,215.56,215.58
ARTC-10,215.58,215.6
ARTC-10,215.6,215.62
ARTC-10,215.62,215.64
ARTC-10,215.64,215.66
ARTC-10,215.66,215.68
ARTC-10,215.68,215.7
ARTC-10,215.7,215.72
ARTC-10,215.72,215.74
ARTC-10,215.74,215.76
ARTC-10,215.76,215.78
ARTC-10,215.78,215.8
ARTC-10,215.8,215.82
ARTC-10,215.82,215.84
ARTC-10,215.84,215.86
ARTC-10,215.86,215.88
ARTC-10,215.88,215.9
ARTC-10,215.9,215.92
ARTC-10,215.92,215.94
ARTC-10,215.94,215.96
ARTC-10,215.96,215.98
ARTC-10,215.98,216
ARTC-10,216,216.02
ARTC-10,216.02,216.04
ARTC-10,216.04,216.06
ARTC-10,216.06,216.08
ARTC-10,216.08,216.1
ARTC-10,216.1,216.12
ARTC-10,216.12,216.14
ARTC-10,216.14,216.16
ARTC-10,216.16,216.18
ARTC-10,216.18,216.2
ARTC-10,216.2,216.22
ARTC-10,216.22,216.24
ARTC-10,216.24,216.26
ARTC-10,216.26,216.28
ARTC-10,216.28,216.3
ARTC-10,216.3,216.32
ARTC-10,216.32,216.34
ARTC-10,216.34,216.36
ARTC-10,216.36,216.38
ARTC-10,216.38,216.4
ARTC-10,216.4,216.42
ARTC-10,216.42,216.44
ARTC-10,216.44,216.46
ARTC-10,216.46,216.48
ARTC-10,216.48,216.5
ARTC-10,216.5,216.52
ARTC-10,216.52,216.54
ARTC-10,216.54,216.56
ARTC-10,216.56,216.58
ARTC-10,216.58,216.6
ARTC-10,216.6,216.62
ARTC-10,216.62,216.64
ARTC-10,216.64,216.66
ARTC-10,216.66,216.68
ARTC-10,216.68,216.7
ARTC-10,216.7,216.72
ARTC-10,216.72,216.74
ARTC-10,216.74,216.76
ARTC-10,216.76,216.78
ARTC-10,216.78,216.8
ARTC-10,216.8,216.82
ARTC-10,216.82,216.84
ARTC-10,216.84,216.86
ARTC-10,216.86,216.88
ARTC-10,216.88,216.9
ARTC-10,216.9,216.92
ARTC-10,216.92,216.94
ARTC-10,216.94,216.96
ARTC-10,216.96,216.98
ARTC-10,216.98,217
ARTC-10,217,217.02
ARTC-10,217.02,217.04
ARTC-10,217.04,217.06
ARTC-10,217.06,217.08
ARTC-10,217.08,217.1
ARTC-10,217.1,217.12
ARTC-10,217.12,217.14
ARTC-10,217.14,217.16
ARTC-10,217.16,217.18
ARTC-10,217.18,217.2
ARTC-10,217.2,217.22
ARTC-10,217.22,217.24
ARTC-10,217.24,217.26
ARTC-10,217.26,217.28
ARTC-10,217.28,217.3
ARTC-10,217.3,217.32
ARTC-10,217.32,217.34
ARTC-10,217.34,217.36
ARTC-10,217.36,217.38
ARTC-10,217.38,217.4
ARTC-10,217.4,217.42
ARTC-10,217.42,217.44
ARTC-10,217.44,217.46
ARTC-10,217.46,217.48
ARTC-10,217.48,217.5
ARTC-10,217.5,217.52
ARTC-10,217.52,217.54
ARTC-10,217.54,217.56
ARTC-10,217.56,217.58
ARTC-10,217.58,217.6
ARTC-10,217.6,217.62
ARTC-10,217.62,217.64
ARTC-10,217.64,217.66
ARTC-10,217.66,217.68
ARTC-10,217.68,217.7
ARTC-10,217.7,217.72
ARTC-10,217.72,217.74
ARTC-10,217.74,217.76
ARTC-10,217.76,217.78
ARTC-10,217.78,217.8
ARTC-10,217.8,217.82
ARTC-10,217.82,217.84
ARTC-10,217.84,217.86
ARTC-10,217.86,217.88
ARTC-10,217.88,217.9
ARTC-10,217.9,217.92
ARTC-10,217.92,217.94
ARTC-10,217.94,217.96
ARTC-10,217.96,217.98
ARTC-10,217.98,218
ARTC-10,218,218.02
ARTC-10,218.02,218.04
ARTC-10,218.04,218.06
ARTC-10,218.06,218.08
ARTC-10,218.08,218.1
ARTC-10,218.1,218.12
ARTC-10,218.12,218.14
ARTC-10,218.14,218.16
ARTC-10,218.16,218.18
ARTC-10,218.18,218.2
ARTC-10,218.2,218.22
ARTC-10,218.22,218.24
ARTC-10,218.24,218.26
ARTC-10,218.26,218.28
ARTC-10,218.28,218.3
ARTC-10,218.3,218.32
ARTC-10,218.32,218.34
ARTC-10,218.34,218.36
ARTC-10,218.36,218.38
ARTC-10,218.38,218.4
ARTC-10,218.4,218.42
ARTC-10,218.42,218.44
ARTC-10,218.44,218.46
ARTC-10,218.46,218.48
ARTC-10,218.48,218.5
ARTC-10,218.5,218.52
ARTC-10,218.52,218.54
ARTC-10,218.54,218.56
ARTC-10,218.56,218.58
ARTC-10,218.58,218.6
ARTC-10,218.6,218.62
ARTC-10,218.62,218.64
ARTC-10,218.64,218.66
ARTC-10,218.66,218.68
ARTC-10,218.68,218.7
ARTC-10,218.7,218.72
ARTC-10,218.72,218.74
ARTC-10,218.74,218.76
ARTC-10,218.76,218.78
ARTC-10,218.78,218.8
ARTC-10,218.8,218.82
ARTC-10,218.82,218.84
ARTC-10,218.84,218.86
ARTC-10,218.86,218.88
ARTC-10,218.88,218.9
ARTC-10,218.9,218.92
ARTC-10,218.92,218.94
ARTC-10,218.94,218.96
ARTC-10,218.96,218.98
ARTC-10,218.98,219
ARTC-10,219,219.02
ARTC-10,219.02,219.04
ARTC-10,219.04,219.06
ARTC-10,219.06,219.08
ARTC-10,219.08,219.1
ARTC-10,219.1,219.12
ARTC-10,219.12,219.14
ARTC-10,219.14,219.16
ARTC-10,219.16,219.18
ARTC-10,219.18,219.2
ARTC-10,219.2,219.22
ARTC-10,219.22,219.24
ARTC-10,219.24,219.26
ARTC-10,219.26,219.28
ARTC-10,219.28,219.3
ARTC-10,219.3,219.32
ARTC-10,219.32,219.34
ARTC-10,219.34,219.36
ARTC-10,219.36,219.38
ARTC-10,219.38,219.4
ARTC-10,219.4,219.42
ARTC-10,219.42,219.44
ARTC-10,219.44,219.46
ARTC-10,219.46,219.48
ARTC-10,219.48,219.5
ARTC-10,219.5,219.52
ARTC-10,219.52,219.54
ARTC-10,219.54,219.56
ARTC-10,219.56,219.58
ARTC-10,219.58,219.6
ARTC-10,219.6,219.62
ARTC-10,219.62,219.64
ARTC-10,219.64,219.66
ARTC-10,219.66,219.68
ARTC-10,219.68,219.7
ARTC-10,219.7,219.72
ARTC-10,219.72,219.74
ARTC-10,219.74,219.76
ARTC-10,219.76,219.78
ARTC-10,219.78,219.8
ARTC-10,219.8,219.82
ARTC-10,219.82,219.84
ARTC-10,219.84,219.86
ARTC-10,219.86,219.88
ARTC-10,219.88,219.9
ARTC-10,219.9,219.92
ARTC-10,219.92,219.94
ARTC-10,219.94,219.96
ARTC-10,219.96,219.98
ARTC-10,219.98,220
ARTC-10,220,220.02
ARTC-10,220.02,220.04
ARTC-10,220.04,220.06
ARTC-10,220.06,220.08
ARTC-10,220.08,220.1
ARTC-10,220.1,220.12
ARTC-10,220.12,220.14
ARTC-10,220.14,220.16
ARTC-10,220.16,220.18
ARTC-10,220.18,220.2
ARTC-10,220.2,220.22
ARTC-10,220.22,220.24
ARTC-10,220.24,220.26
ARTC-10,220.26,220.28
ARTC-10,220.28,220.3
ARTC-10,220.3,220.32
ARTC-10,220.32,220.34
ARTC-10,220.34,220.36
ARTC-10,220.36,220.38
ARTC-10,220.38,220.4
ARTC-10,220.4,220.42
ARTC-10,220.42,220.44
ARTC-10,220.44,220.46
ARTC-10,220.46,220.48
ARTC-10,220.48,220.5
ARTC-10,220.5,220.52
ARTC-10,220.52,220.54
ARTC-10,220.54,220.56
ARTC-10,220.56,220.58
ARTC-10,220.58,220.6
ARTC-10,220.6,220.62
ARTC-10,220.62,220.64
ARTC-10,220.64,220.66
ARTC-10,220.66,220.68
ARTC-10,220.68,220.7
ARTC-10,220.7,220.72
ARTC-10,220.72,220.74
ARTC-10,220.74,220.76
ARTC-10,220.76,220.78
ARTC-10,220.78,220.8
ARTC-10,220.8,220.82
ARTC-10,220.82,220.84
ARTC-10,220.84,220.86
ARTC-10,220.86,220.88
ARTC-10,220.88,220.9
ARTC-10,220.9,220.92
ARTC-10,220.92,220.94
ARTC-10,220.94,220.96
ARTC-10,220.96,220.98
ARTC-10,220.98,221
ARTC-10,221,221.02
ARTC-10,221.02,221.04
ARTC-10,221.04,221.06
ARTC-10,221.06,221.08
ARTC-10,221.08,221.1
ARTC-10,221.1,221.12
ARTC-10,221.12,221.14
ARTC-10,221.14,221.16
ARTC-10,221.16,221.18
ARTC-10,221.18,221.2
ARTC-10,221.2,221.22
ARTC-10,221.22,221.24
ARTC-10,221.24,221.26
ARTC-10,221.26,221.28
